review,rating,sentiment
sangat baik dan memuaskan,5,positif
"semenjak ada sopi jadi muda belanja ngk hrus panas2 dan ngk harus pisah toko kesana kemari, terimakasih sopi semoga kedepan nya lebih maju dan lebih amanah",5,positif
"pengiriman lambat,muter muter",3,netral
tolol seler nnya,2,negatif
"ga terlalu suka gampang sama apk ini, karena hpku sih lemot + panas dan apk nya gampang nge bug",3,netral
"kasih fitur hapus riwayat dan hapus notifikasi donk,masa harus hapus satu persatu, lama banget buat hapus riwayat pembelian dan notifikasi",5,positif
sangat berguna sekali,5,positif
"sopi kurir payah mengecewakan, semenjak tidak bekerjasama dengan JNT",1,negatif
kadang pengiriman informasi gak akurat,3,netral
putri rahma,3,netral
keluhan saat tidak barang bayar cod lebih cepat sampai tapi saat bayar transfer sangat lama bahkan melebihi estimasi tiba kurir sangat beli kompeten,3,netral
"disalahkan Shopee sekarang kurang bagus, jasa kirimnya lama sampai yang maaf, pihak penjual...",1,negatif
saya suka belanja di shopy cuma sayang waktu jangka pesanan hari hanya satu kita karna tempat dari kota harus nyebrang makanya terkadang paket yg sudah sampai tertunda dan harus kembali ke penjual,3,netral
sangat senang menggunakan shopee. belanja jadi mudah,5,positif
"susah juga ya ngurus penggantian no hp yg sdh ke blokir, saya cuma di php ini aja , cs nya keliatan meyakinkan tpi ternyata sampe sekarang laporan pengurusan saya masih tertunda sdh 1 Minggu yg lalu",1,negatif
banyak produk di palsu rate star/ star plus,3,netral
"enak utk adax shopee ngga prlu cape"" kluar skrng belanja hemat..bnyk diskonx murah"" smpai rmh pula..shopee🫶",5,positif
"semenjak ada sopi hrus muda belanja ngk jadi panas2 dan ngk harus pisah toko kesana kemari, terimakasih sopi semoga kedepan nya lebih maju dan lebih amanah",5,positif
"Lumayan,, lah,, sdh tdk lelet lagi",4,positif
di cukai..alhasil ada toko yg jual barang Black Market..tapi di bolehkan. soalnya saya pernah beli tablet 4G/5G tapi imeinya terblokir bea shopee tidak ada jaringannya.,3,netral
suka banget sama aplikasi nya pada murah murah 👍🏻,5,positif
puas mantap cantik pokoee yg terbaik,5,positif
dan mudah aman mantap,5,positif
bisa di beri nomer kurir pengirim seperti aplikasi sebelah biar bisa menghubungi kurir sudah beberapa kali paket di bawa kurir tapi 2 hari baru sampe rumah Yo opo lah kesuen,4,positif
saya pesan barang di shopee dari tgl 27 februari sampe sekarang udah tgl 9 Maret paket belum sampai juga kecewa banget siii kirain paling lambat 1 Minggu doang ini udah mau setengah bulan sangat mengecewakan sekali,1,negatif
"ada ampas , optimalisasi lagi iklan yang bisa ubah apa yang kita searching",2,negatif
"shopee, tbtb iklan kamu banyak banget. masa lagi liat apk lain atau lagi nonton tbtb bgt gak ke pencet malah plis masuk ke Shope",3,netral
barang sesuai pesanan,5,positif
Good jobs...,5,positif
belanja jadi hemat banyak peromo dan gratis ongkirnya..,5,positif
sangat bermanfaat,5,positif
"shoppe gj, pesanan di cancel trus najong pdhal mencet batalkan pesanan aja engga,kan aneh.",2,negatif
ini dulu,3,netral
Makin lemot. Makin banyak iklannya di aplikasi lain. udah kayak Laz*d* dan TOK* P*D*A. iklannya dimana...,3,netral
"maaf sebelumnya saya kasih reting bintang 3 dari belanja sudah bagus tapi cuma 1 masalah basa kan saya iseng coba ai neko.ai nya itu terlalu tegas saya tahu itu bagus. tapi kurang nyaman aja,maasa cuma salah ketik!!di bilang bohong habis itu dia keluar dari chat.kayak ada kesan di anggap nya basi.apalah",3,netral
jgan muncul mulu napa main game bentar bentar pencet mana maksa banget kalo fk muncul x nya nanti di suruh lagi sampe 3x,1,negatif
"parah banget pengiriman shopee masak 2 hari dalam pengantaran ke alamat tujuan tpi gk di kirim"" statusnya doang pengantaran tolong di perbaiki lagi untuk pengirimanya😔",1,negatif
"sulit terhubung CS, penanganan masalah siring menuju jln buntu.",3,netral
sebenarnya belanja di sini enak cuman pengiriman kecewa kacau jujur,3,netral
"kecewa bgt sama expedisi shope , saya order barang yg dri toko berbeda ,order dri tgl 27 februari sampe skrg gak sampek2 paket ku malah ada di bekasi cikarang dri tanggal 5 gak ada pergerakan gak di kirim2 nyangkut di bekasi , sumpah kecewa bgt padahal itu barang penting yg di tunggu2 malah begini . udah chat cs shope tpi g ada jalan kluar nya paket masih stuk di bekasi gak jalan2 saya kecewa bgt. Anjinggggg.",1,negatif
tolong perbaiki aplikasi ini bukan salah pembeli kalau prodaknya kaga sesuai kan di kembalikan ko mengapa pembeli yang cod'y di blok kebalik🙏👎 bukanya,3,netral
shopee mantull,5,positif
loba teing mb te Alus,1,negatif
"tolong ya mesin pencariannya diperbaiki, yang dicari apa tapi hasilnya gak relevan",1,negatif
"maaf saya kasih penilaian bintang 3. saya pengguna setia shopee sejak 2020. sekarang saya jengkel, tiap buka aplikasi shopee selalu langsung ke pidio kalau gk ke live. sama aplikasi jalan nya lelet kadang eror.",3,netral
"bagus sih bagusss bgt, tp pliss IKLAN NYA MAKSA BGTT, ada di manaa² tlngg masuk kesel setiap gasengaja kepejet iklan langsung bikin akun shopee!",3,netral
pesanan tanpa cacat,5,positif
senenggg belanja di shopee,5,positif
kecewa GK bisa COD di semua barang,3,netral
sering lemot padahal jaringan bagus... aplikasi sok berat bener....,1,negatif
"2 minggu paket gak gerak2, oper vendor lain lah kalo emng ga sanggup sih..",1,negatif
ini metode pembayaran Qris adanya kapan oy,3,netral
"jasa spx jelek, paket pertama dari tgl padahal sampai sekarang belum sampai, muter aja di DC Cakung. dan paket ke 2 dari tgl 19 sMpai sekarang belum sampai jga 12 sudah proses pengantaran ke alamat, malah gagal kirim 3x hadeh kualitas spx sekarang jelek.",1,negatif
"kualitas aplikasi udah oke, MOHON DITAMBAHKAN KONTAK JASA KIRIMNYA KA ??. kita susah kalo buat cari Kontak jasa kirimnya. paket saya suka ketunda dan dikirim lain hari, buat cari nomor kurirnya itu susah, kalo ada kontak jasa kirimnya kan enak biar bisa menghubungi kontak kurirnya. saya udah nunggu nunggu paketnya tapi GK sampe sampe. terimakasih🙏",4,positif
Bagus Sangat membantu,5,positif
pengiriman lemot... status di terus kurir pengantaran sampe 3hari gk sampai sampai,2,negatif
usahakan hanya bisa untuk chat penjual dan pemebeli bukan bisa buat smua chat umum apalagi buat yg tidak pantas batasi langsung akun atau blokiir,3,netral
belanja online skrg skrg dkirimnya lama bngt mungkin karna driver argo yg ktanya dkurangin dan gamasuk akal jdi bnyk driver mogok,1,negatif
"Kalau namamu bukan Google, berhentilah berlagak seperti kamu tahu segalanya",5,positif
"ga lagi-lagi belanja di aplikasi ini, kurir seenaknya sendiri jadwalin ulang pengiriman paket, mau minta solusi ke cs tpi susah bener terhubung ke cs nya",1,negatif
bisa Nggak di unduh,3,netral
SAYA KECEWA DGN SHOOPE JIKA KURIR BUKAN DARI SHOOPE KADANG KURIR ANTERAJA YG DI TUGASKAN OLEH SHOOPE DAN BARANG TDK BOLEH DI CEK DAN HARGA 200 PERAK DI BULAT BULAT MENJADI 1RBU BUKAN PELIT TAPI AMANAH HARGA YG DI PERMAINKAN KURIR,3,netral
"terus terang kali maaf saya kecewa sama shopee, ini bintangnya saya kurangi",1,negatif
top dah pokoknya,5,positif
hati2 dgn aplikasi ini !!! disini bnyk seller penipuan brg tdk sesuai dan pihak tim shopee jg turut serta krn ulasan buruk ttg toko penipu di sembunyikan oleh admin shopee jd tdk terlihat toko itu penipu 👺👺👺 berharap tdk coba2 blanja di shopee klo tdk mau jd korban penipuan 👍👍👍 data di sy valid 👍👍,1,negatif
masa cuma bisa aktivasi shopeepay cuma 1 akun,1,negatif
anjay banget,5,positif
"sangat bagus dan memuaskan,,,terimakasih",5,positif
"hindari pengiriman dngan J&T cargo lemot bener woy, seminggu paket ntah nyangkut di mana, bukan paket COD",1,negatif
jos gandos,5,positif
"iklannya ga ngotak, lagi baca wattpad tiba2 beralih ka shopee terus ga kepencet sama sekali, dan bukan sekali duakali tpi sering. lgian bkin iklan segitunha banget. padhal shopee sjrng pake spx kurirnya ga pernaah chat dlu kalau kirim barang jd jena tipu deh",3,netral
"sangat puas belanja di market place ini, kurir disini juga baik dan memuaskan.",5,positif
bantu mauuu fiturr cris atau pun TF di hapus aja dari fitur nyaa soalnya aku masih pelajar masa haru cris mna bisa pelajar SMP punya KTP mohon di sayaaa ya,1,negatif
"banyak calo,banyak toko tidak punya barang, tapi di stok mereka ada,padahal barang nya tida ada.pengiriman jadi lama,bisa smapai satu minggu. dan untuk jasa kirim shopee expres pengiriman sangat lama selalu telat. shopee garansi tepat waktu itu BOHONG.",1,negatif
bagus dan murah,5,positif
MantuL👍👍,5,positif
TOLONG PENGIRIMAN MENGGUNAKAN SPX DI HAPUS DAN DI GANTIKAN DENGAN JNT SAJA.BANYAK BRANG KAMI DENGAN PENGIRIMAN SPX HILANG DAN TIDAK ADA PERTANGGUNG JAWABAN. TLONG DI HAPUS ITU PENGIRINGAN SPX .,1,negatif
"Mantab Amazing good job semoga berkah semua, SHOPEE DOMPET SERBA BISA, Praktis dan Simple, Membantu bgt",5,positif
putri rahma,3,netral
"layanan refund barang tidak perna berjalan baik dan barang berakhir ga bisa di refund/ di tolak, pihak shopee juga tidak memberikan solusi mau pun pihak toko yg tidak ad ny chat/mediasi yg seharusnya di lakukan saya pengguna lama dan mengunakan shopee vip kecewa sama tindakan yg di lakukan secara sepihak tampa memikirkan Customer",1,negatif
"menurut saya, KLO lagi sortir barang hrus hati hati, saya sudah ngalamin pesan jajan astor satu dus, isinya banyak yg hancur, sperti kyak pernah d lempar lemparin, maunya buat lebaran, taunya udh bnyak yg hancur, tolong KLO kerja yg bener,,,,",3,netral
aku rasa bagus lah untuk cari sesuatu yang g ada di sekitaran,5,positif
"Kok pengirimannya lambat bnget ya, di estimasi kosambi ke Maros itu 1 hari tpi kok ini sdh 10 hari tdk sampai sampai barangnya",2,negatif
"mempermudah blanja, triz shopee",5,positif
"aplikasi shopee ini bagus untuk beli barang² online,banyak promonya pula, mantap dah",5,positif
"ini shope gimana yaa? kok gabisa transfer sesama pengguna shopepay, padahall gada biaya admin tapi selalu gagal pas transfer udah 50× saya coba transfer selalu gagal, biasanya cukup saya pin ini malah ada verifikasi muka, saya juga tidak melanggar apapun, akun masukan juga tidak di batasii, tolong perbaiki",3,netral
masak saat mindah kan akun Shopee tidak bisa babi memang,1,negatif
shopee mantab aku suka banget joss shopee,5,positif
fitur cod tidak dong gak jelas banget gimana aktip shopee,1,negatif
belanja di shopee aja mantap,5,positif
tolong di spaylater pada bagian perbaiki nya. kalau yg sudah lunas jangan di cantumin lagi pada kolom yg belum lunas karena itu membuat user jadi was was,3,netral
"saya sedang melakukan tapi sudah di setujui pembatalan,dan uang saya belum di kembalikan sampai sekarang,responnya lambat",3,netral
"SHOPEE AKHIR-AKHIR INI PELAYANAN BURUK, KINERJA BURUK. - dgn rakusny ambil semua orderan buat masuk ke SPX. - tdk mampu mengatasi lonjakan pesanan. - tdk konsisten dlm pelayanan. - rute paket nyasar, estimasi slalu mundur. - CS tdk mampu berikan jawaban relevan & solusi terbaik. Cuma menjawab dgn jawaban template yg semua org jg sdh tau. Gak guna. - Tim peninjau dan mediasi, tdk mampu melihat fakta dgn benar. Suka ambil keputusan sepihak & gak adil. Suka kasih alasan & permintaan tdk masuk akal.",1,negatif
"dari tanggal 18 pengiriman sampai sekarang tgl pengiriman blom jga Dateng barang, padahal 26 dari ogan komreng ulu selatan,bisa²nya scekend simpen ,mantap Menyala shopee👍👍",1,negatif
Sejauh ini menggunakan shopee tidak ada masalah apapun👍,5,positif
"Ada 10 pesanan di shope, tapi tidak ada 1 pun di antar sama kurir. Di suru antar malah ngajak ribut. sebener nya tugas kurir itu apa sih. tolong laa shope agar lebih baik Proses menerima barang. paket bukan nya di antr Mala di censel sendiri sama kurir. Kusus Kurir Tanjung Morawa Medan!",1,negatif
MIN PERBARUI AKUN SHOPPE AKU YA. SOALNYA BELI BAJU GA BISA COD 🙏🙏🙏,2,negatif
"topup uang receh cepet, topup uang besar 1,5 keatas di tahan busuk busuk gak ada tanggung jawab atau konsekuensi buat uang ditahan cuma ditawari voucher belanja lawak sekali, maksud dan tujuan uang topup ke shopepay di tahan apa? untuk dana pinjam orang lain kah keburukan sudah terungkap wkwkwkwkw",1,negatif
saya pyleter saya blum di buka buka. padahal saya udh lunassin semua tagihan udh 4 bln Lo knp udh laporan kmn tetep aja blum di buka padahal saya aktif belanja tolong buka secepatnya saya butuh dengan pyleter,1,negatif
"shopie sekrg sangat jelek tidak seperti dulu, pengiriman lambat sekali, trus kita mengajukan pembatalan penjual sdh respon,katanya barang lambat dipaking tinggal kirim trnyata tidak dikirim²,parah shopie skrg",1,negatif
"mending sicepat gak usah di masukin shopee kak, suka Nunda nunda pengiriman lama banget, saya yang barangnya butuh dalam waktu 3 hari, tu barang gak nyampe nyampe, satu barang yang gak pake si cepat dah nyampe dlm 3 hari, lah ini udah 3 hari masih stak di situ situ aja, kecewa banget sih kalau kayak gini masih gak ada tanggapan dari shopee. ini terjadi karena saya gak liat, karena biasanya saya beli"" gak ada sicepat, tapi waktu beli produk robot, tiba tiba aja pake jasa sicepat.",3,netral
selama belanja di shopee alhamdulilah selalu bagus,5,positif
lemot gak bagus lama bales chat nya,1,negatif
kurirnya lama estimasi juga gak pernah tepat waktu,3,netral
sangat online belanja mendukung,3,netral
baikkkkkk,5,positif
paket etsimasi ga sesuai gua tanggal shopee,3,netral
terimakasih.,5,positif
"Barang sudah di tempat transit terakhir dari hari ini tapi dikirim besok, itu pun kadang status dalam proses pengantaran tapi balik lagi ke tempat transit terakhir. kurir yg mengatar kalau tidak ada keterangan nama dan nomor handphone di apk nya jadi susah juga mau hubungi. belum lagi klau via tf pengiriman benar2 lama",3,netral
Sistem sopee nya eror nggak pandang akun seenaknya sendiri batalkan pesanan . pesenan pelangan setia perlu perbaruan sistemnya sering mbatalin pesanan padahal akun lama sudah platinum pula . Tapi suka2nya batalin Php pelangan. Sering ngebug parah.,3,netral
Aplikasi makin lama makin lemot Buka menu aja lama Ngeselin .di update sama aja,5,positif
buat apa udh di bayar paylater gak bisa di pake jelek aplikasi,1,negatif
Sudah Lama merasakan Kebersamaannya..semoga makin banyak promonya..tksh😁😁😁,5,positif
"Untuk shopee nego neko perlu perubahan dalam pemilihan diksi kata maupun kalimat yang lebih baik dan sopan, saya memainkan nya serasa diperlakukan rendah sekali padahal saya memakai kalimat yang baik dan sopan",1,negatif
lama barang yang pengiriman,3,netral
"2 Bintang dulu, Karena baru di gunakan",2,negatif
cukup memuaskan belanja Shopee di,4,positif
cape bgt skrng sma shopee suka sering out sndri klo lg scroll apa dia muak krn sya log co wkwkwkwk,3,netral
leboh murah dr toko offline.,5,positif
aplikasi membantu setiap transaksi kebutuhan pribadi dan kan nya,5,positif
"aku tambah aku jadi 3 karna masih menunggu spaylater di acc,salah aku sih telat bayar.. tp gpp nanti setelah acc selesai bintang kasih bintang 5",3,netral
susah bgt pembayaran menu di ..,3,netral
menyepelekan kurir pengembalian barang,3,netral
iklan Watson & nike nyebelin,3,netral
sekarang susah food dapat driver klo Shopee food masa nunggu setengah jam buat nunggu dapat driver bahkan kemarin sampe sejam loh nunggu makanannya udah jelek bgt nih Shopee banget,3,netral
"fitur ambil di tempat spx express tidak work it sudah datang di jam 2 lewat malah di anjurkan sesudah magrib jam 7,lebih baik sebaiknya matikan saja fitur ini tidak berguna kalau pihak spx semena mena. rupanya di tempat ini dari jam 5-jam8 ya saya sangat kesal diusir sampe 3 kali!!..",1,negatif
semoga makin banyak prom o dan diskonx.,5,positif
"saya pesan makanan ternyata barang nya habis,dan di kembalikan dana nya ke kan pay.pas saya mau.tarik uang ke bank ga bisa? rumit sekali harus upgrade Shopee plus lah ,login lagi dan verifikasi muka.setelah verifikasi tetep ga bisa tarik tunai.shopee sengaja banget kayanya dana nya mengendap agar dana nya ga bisa di tarik lagi kaya di harus Shopee uang nya untuk berbelanja lagi",1,negatif
pelayanan di agen Shopee nya kurang memuaskan. status di apk sdh di sortir. 1 jam kemudian statusnya berganti kurir sdh di tugaskan. tpi pihak agennya mengatakan barang belum bisa di ambil krna masi dalam karung. kalau ambil paket di J&T pasti sdh dikasi buat di ambil,2,negatif
"kak pliss laa, saya mau baca wattpad yaa nih, ngga mencet apa apa kak kok ke Shopee tolong lahhh wattpad saya mau baca kak dengan tenang",2,negatif
nya aplikasi cukup bagus,3,netral
tolong donk kalau bisa jangan terlalu banyak menjijikkan perempuan yang terlalu fulgar iklan TAU..!!! merusak...!,3,netral
aplikasi paling maksaa kalok iklan nya ini,1,negatif
katanya estimasi pesanan tiba 17 maret pastikan nya sampe daat ini blm tiba jg wah hrus d nyata dong waktu nya,3,netral
jangan pakai shoope untuk belnja krna pakai apss delay aja lebih lancar gak sbelah kaya shoope,5,positif
aplikasi nya baguss tapi bisa ga sih iklan nya jangan di mana mana ngeleg aku jadi hp dan tombol keluar nya kecil bangett setiap maen game pastii ada iklan sopii tau gue lagi boke lagii izin ya kak 🙏,3,netral
bagus respon 👍👍👍👍,5,positif
sekali lagi klu msh update lagi..ku hapus aplikasi ini dari hp ku,1,negatif
gimna si min bug gabisa padahal pencet di jaringan bagus,3,netral
"mohon kurangi iklanya,,iklanya minta ampun tanpa spasi nyambung trus iklanya,sungguh sangat mengganggu sekali,,iklan shoppe nya selalu muncul di aplikasi lain,bahkan tanpa saya buka aplikasi pun iklanya tetap muncul,mohon kurangi iklanya,masa iklanya tanpa jeda,berlanjut trus iklanya,,",3,netral
"kok lama-lama Shopeenya bug gitu ya tolong misalnya nih aku mau mesan 1 barang harganya itu murah dari 1000-4000 tapi ngak bisa,bisa malahan eror gitu coba (silahkan tulisannya lagi nanti) udah di coba tetep ngak bisa-bisa (tolong di perbaiki ya) makasih",3,netral
oke siap gas,5,positif
ini untuk shopee atau jasa kirim yg terkait dg shopee. saran saja. kalau kirim paket . minimal foto pintu pager rumah nya. jangan paket nya aja yg difoto buat laporan.paket saya status nya sudah diterima. padahal nggak ternyata di telpon nerima. dioper ke kurir lain.laaahhh. mana lumayan nominalnya,3,netral
"Pihak Spx mengecewakan, kurir tidak amanah. Mohon kembalikan JNT dan JNE!",1,negatif
lambat sekali... kenapa saya buka aplikasi tdk baik...selalu kembali...dan tdk bisa pake,3,netral
suna mudah shoppe sana,3,netral
berguna sangat shoope bagi saya,5,positif
bagus aplikasi ny,5,positif
"Sy pengguna sophee, sejauh ini sy sangat puas dan senang belanja apapun di sophee... bahkan peralatan kerja suami juga belanja di sophee.. cuman di spinjam sy lgsung dibekukan semua hanya Krn telat 1 hari... mohon sophee lebih bijaksana ya trimakasih",5,positif
mau login tapi lupa sandi shopee pay malah nggak bisa login habis itu nggak bisa diganti pulak sandi shopee pay nya,1,negatif
nya aplikasi cukup bagus,3,netral
sangat membantu masyarakat,3,netral
"diwa ubah sekarang aq mulai benci sama shopee kurirnya spleternya gak urus kurirnya udah 2x punya masalah sama saya spleternya gak sabaran trus nuduh ""tindakan mencurigakan"" apalah padahal niatku mau nyicil tpi karna ada halangan aq gk bisa keluar HATI-HATI BUAT YANG LANGGANAN SPLETER KLO GK BiSA BAYAR DI ANCAM SM DEPCLTR DARI SPLETER. aku udah sebulan doang udah lebai bngt penagihan ny ini timbang 190.000 an doang sp sewa DC anying tambah ngeri wak nomor selain kontak darurat bs saya sm penagih",2,negatif
aplikasinya udah bagus. tapi tolong sediain lagi pengiriman pake ekpedisi lain kayak jnt dan jne. Soalnya di daerah saya (sulawesi utara) pelayanan spx nya jelek bgt. Paket di return tanpa sepengetahuan pembeli,2,negatif
"suka banget sama shopee nya, semua yang kita mau pasti ada, tapi shopee nya terkadang tidak bisa cod, itu kenapa ya?",5,positif
tiga dulu menipu masih banyak toko yang karna konsumen di dalamnya,3,netral
"makin kesini spx express sangat lamban, dan estimasi tidak sesuai dengan dari bisa lebih aplikasi 7hari",3,netral
sangat bermanfaat bagi aku,5,positif
"shopee akhir² ini kali, buruk pengiriman selalu tertunda datangnya jauh dari tanggal estimasi",3,netral
baik dan bagus,5,positif
biaya layanan shopeefood / ongkir nya semakin mahal,3,netral
tidak foto yg ada di sesuai,3,netral
"amanah. bagus,kurir ramah,toko barang",5,positif
"aplikasi sangat bagus mudah untuk berbelanja dan pelayanannya sangat bagus. tapi, yang kurang nya setiap kali mau masuk selalu melihat pesanan saya, pasti selalu dulu melalui verivikasi dengan menyelesaikan puzzle, giliran sudah di pasang untuk saja salah. mohon untuk bagian itu diperhatikan lagi terima kasih shopee",3,netral
apakah aplikasinya harus diupdate dulu baru bisa cod fitur make ??,3,netral
buka apk aja lama shopee parah bgt sekarang nih,3,netral
"TAHUN INI PARAH, ONGKIR NYA SUPER MAHAL.",1,negatif
cukup baik untuk saya pribadi,5,positif
semua paket parah nya lama,3,netral
harus lebih teliti ke penjual atau toko yang amanah sesuai gmbar dan deskripsinya jgan menipu dan tdak sesuai iklan barang yg dpesen pembeli,5,positif
KENA BIKIN MISI GAKJELAS ATURANNYA TAPI AFFILIATE YG DZOLIM IMBASNYA,3,netral
semenjak shope monopoli jasa kirim paket banyak stuck apk shopee jelek mending belanja di tiktok pengiriman cepat,1,negatif
tolong shopee hapus game Neko bikin emosi Al tosik banget,1,negatif
"aplikasi nya bagus, mantap!!! aplikasi super memuaskan",5,positif
bintang kasih aku 5,5,positif
🥰 pokonya mah kerenlah,5,positif
mantap aku pokonya,5,positif
pengirimannya semakin lambat,3,netral
saya di puas berbelanja sangat toko online ini,5,positif
barang2 dishopee lebih murah dari pada ditoko2,5,positif
x besar makan tempat,3,netral
sangat baik#RatuWastutanu95,5,positif
kecewa dgan Spaylater nya dan Spaylater saya di bekukan dgan alasan yg tidak jelas masa dbilang telat bayar BOLEH DI CEK YA RIWAYAT PEMBAYARAN SAYA bahkan sebelem tanggal tagihan sudah sya byar dan sy telpon ke pihak Spaylater jawaban nya hnya pihak penyedia dana yang bisa membuka Spaylater saya yg di bekukan masa pihak terkait tidak bisa urus jd untk apa CS Spaylater it sdangkn sy aja tidak tau siapa penyedia dana tolong kasi sy pnjelasan yg jelas sebeb di bekukan Spaylater sya tq,2,negatif
shope gajelas tiba' akun penjualan diblokir mana ada uangnya,1,negatif
pesanan belum sampek ke rumah malah di retur telpon nya pun hanya satu kali,1,negatif
"mau buat ketik terus barang muter nyari pusing dah,,",3,netral
bagus suka manyak barang yg ku banget,5,positif
"makin lama makin pelit ternyata shope tuh, kalo ada event juga pelit bgt, niat ga nih bikin nya, kaya ga boleh menang diskon skrang tuh, kek pelitnya kebangetan, i hate",1,negatif
"buatkan pengaturan untuk mematikan video otomatis , syang aplikasi nya udh ok jgn tergannggu dgn hal spele buka setiap aplikasi hrus nunggu video promo 🤨🤨🤨",3,netral
"GAJEEE, MESEN SHOPEE FOOD NUNGGU LAMA BGT GA DPT DRIVER 1 JAM LEBIH. PAS DI CANCEL GABISA ORDER ULANG, MALAH RESTO DILUAR JANGKAUAN. ANEH BENER👎🏻",1,negatif
mantul pokoknya enga nyesal blanja di toko ini 🥰🥰🥰,5,positif
"bagus, tapi yang bikin kesel maksa pengiriman suka ga tepat waktu, terus kalau iklan kenapa tuh bgt masuk ke app nya sih????",3,netral
"ini kenapa si aplikasinya beranda,ganti setiap pencet tombol kembali malah langsung ke beranda,klik voucher balik lagi ke ? alamat,balik lagi ke beranda. aneh",1,negatif
aplikasi nya oke dan bagus tapi kenapa ya sistem cod nya gak bisa digunakan,3,netral
aplikasi apa ini paket bisa hilang mana nggak ada nomor kurir yang antar lagi,1,negatif
BERAT BIKIN HP PANAS,1,negatif
sangat cocok lembut sangat,5,positif
cukup lengkap,5,positif
"mengapa susah sekali menghubungi cs, dan sekarang semua pertanyaan yg saya smpaikan selalu di jawab oleh AI, dan jawaban yg ""dia"" berikan itu jawaban yg saya sendiri tau arahnya, atau ""dia"" tidak menjawab seperti apa yg saya harapkan, kalo mau shoope ini masih ingin berjaya, berikan saya layanan yg sesuai, jangan semua di alihlan ke mode otomatis itu, karena sama sekali tidak menyelesaikan masalah saya, maaf..",1,negatif
kasih 3 bintang dulu. .akhir2 ini pengiriman lambat. .masak tempat diproses dilokasi sortir di satu paket berhari-hari.perbaiki lagi dong pengirimannya. .terima kasih,3,netral
"Saya ada keluhan/kendala Kendala : Pencairan dana spinjam, Pengajuan sudah di verifikasi namun belum terima dana, dan sudah lewat dari ± 2 Minggu, terhitung hingga tgl 27 Februari 2026 hingga sekarang. Saya sudah konfirmasi kepusat bantuan Shopee namun Laporan sudah di tutup, dengan hasil yang kurang memuaskan. Jikalau pencairan gagal, apakah tidak ada notifikasi, sejak saat ini saya masih menunggu kepastian dari pihak shopee.",3,netral
harga des harga dengan barang total itu sama atau beda lagi kak,3,netral
makin semoga bagus pelanyananya,3,netral
"kecewa karna skrng makin banyak tokoh yg gk amanah bahkan penipuan akan barang yg di kirim teramat banyak lihat di dari nilai rating toko yg makin banyak di bawah 4,8",3,netral
mantap si,5,positif
ini kenapa tombol cancel order food gk gk bisa dipencet.. udah cb batalin lewat customer malah bilang makanan sudah di proses pdhl blum dapet driver mana kupon diskonan gelap masuk otomatis pula,3,netral
suka lemotttttttt...,3,netral
mantap dah,5,positif
kenapa keterlambatan paket mendapatkan bintang mending dapan koin tadinya voucer 5 sekarang turun 2 bintang paket saya sering terlambat dan rugi cuma dapat voucer dan kadang ga hangus .. ganti dong pake koin atau saldo,3,netral
KECEWA BANGET!!! KURIR KIRIM PAKET BEDA DARI ALAMAT YANG ADA DIPAKET. SUDAH BERHARI - HARI SHOPEE GA BISA NANGANIN BEGINIAN DOANG. WHAT A SCAM!,1,negatif
"Paylater butut, udah setahun lebih masih aja dibekukan padahal yang telat bayar spinjam itu pun berapa minggu aja, mending di blokir aja sekalian akun saya 💩💩💩💩💩",1,negatif
akhir-akhir ini kurang prima segala di pointnya. 🙏🏻🙏🏻,3,netral
"sangat buruk pelayanan cs lewat tlpn gak ada solusi, tilong dibenahi pihak Shopi,gak nyaman banget csnya judes2",1,negatif
sangat membantu masyarakat,3,netral
bet nya jahat kesel Neko,2,negatif
"setelah update terbaru mau beli oli gk kok sekarang kendaraan bisa ya, sebelum2nya bisa.",1,negatif
sangat memuaskn trima kasih shopee,5,positif
untuk belanja nya oke mungkin amanah.. yg tidak amanah dari pihak expedisi spxxx.. order 2x di kecewakan.. yg satu barang tidak segera dikirim tertahan di agen.. yg satu kurir salah kirim paket tidak sampai ke alamat penerima.. MOHON UNTUK DIPERBAIKIIIIIIII,1,negatif
sangatbagus,5,positif
bagus cuma pengantarannya sekarang agak lama,5,positif
"nonton sesuai gak bisa klaim koin. muncul pop up peringatan melakukan aktivitas mencurigakan tidak video s&k. tolong perbaiki. amalkan kata-kata bunda dan ajaran agama. selalu berikan yg terbaik tuk dapatkan yg terbaik. sebesar besar kebaikanmu, sebesar itu pula pahalamu. what you get is what you give.",3,netral
pengiriman yg mengecewakan,3,netral
"Minn tolong dong ya, kalo pesan paket yang langsung bayar(bukan cod) tolong untuk kurir kabarin pembeli nya ya, sering banget paket nyasar ke rumah orang karna ga konfirmasi/ngchat pembelinya. Padahal kalo paket yang cod slalu dateng dengan alamat yang sama",3,netral
sekarang shopee tidak relevan . ketika buka aplikasi lngsng tampil LIVE . jdi tidak nyaman sering kurir pengiriman dan eror tidak sesuai aplikasi ... makin menurun,1,negatif
bagusss kaliiii aku kasih 5 bintang,5,positif
sangat puas dengan aplikasi shoppe,5,positif
Mantaaaappppp.....good,5,positif
keren dan bunafik,5,positif
