text,true_label,pred_label
apknya lemot bgt padahal jaringam bagus ram besar ttp aja masuk susah aplikasinya mohon diperbaiki lagi.,1,1
layanannya mantap,2,2
baguusss,2,2
"makin ga jelas lama pengiriman makin skrg, ga kaya dlu!!",1,1
blanja di shopee estimasi tiba 1/2 hari paling cepet estimasi tibany pokony 👍 sukses trus buat shopee.,2,2
"baru kali ini co kena tipu,, mana mau lebaran gk kok bisa bisanya toko bodong masuk di sih kak, mana mau di balikin toko udah , terdaftar 😭😭😭",0,2
"bagus.apanya,mau update video aja susah ngapa sih lelet banget",0,0
"Aplikasinya sih udah bagus banget, tapi yg ga 1 tuh para pekerjanya pada lemot, masa paket saya statusnya stack disitu situ aja,, Kurir nya ga antar alasannya penerima tidak ada di rumah, padahal saya stay 24jam dirumah, Alamat lengkap nomor telpon aktif, tapi tu kurir ga ada info apa apa tiba"" nunda pengiriman,, Pekerjanya saya chat bagus 1 ga ada yg respon. Tolong dong di beresin untuk Spx penjaringan hub 14 terimakasih.",1,1
kenapa akhir akhir ini paket yang diterima cacat?,0,0
goodddd,2,2
"tolong lah pihak shopee, ikut sertakan juga dong ""ewallet DANA nya ,untuk masalah pembayaran pembelian barangnya , kan ribet kalo harus daftar lagi ewallet yang lain , tolong juga masalah pengiriman barang nya jangan lama kalo hanya di Jabodetabek btw olshop lain cuma 2 hari aja nyampe",0,0
ok.. sangat membantu,2,2
kecewa .. kaya balik lagi di awal . banyak penipuan,0,0
lumayan yach,1,1
good apk nya,2,2
"aku beli token di padhal sudah bayar 200 ribu dan pembayaran berhasil, tapi sudah dua hari no token tidak keluar keterangan ""masih dalam proses "",, Shopee udah bayar, udah bikin pengaduan ke pusat bantuan tapi tidak ada solusinya, malah pembahasan nya beli, tiket, pulsa, padahal saya membahas token listrik, lumayan 200ribu buat saya bukan uang sedikit, tolong di perbaiki lagi sistem pelayanan y shope",1,1
aplikasinya sering nya macet tapi bagus kok buat beli barang....,1,1
ini shopee tanam apakah gak bisa kah?,0,0
aplikasinya makin sini makin ksana,1,1
hapus akun shopee gabisa mulu padahal syaratnya saldo udh nol gadaa transaksi apapun. plis lah aku mau ganti akun shope udh terlanjur login pake ktp pengen hapus aja di persulit loh,0,0
pesanan di batalkan tiba-tiba namun uang tidak bisa di kembali kan bener bener yaa pengen cari untung tapi gk berani tanggung jawab alasannya karna keamanan,0,0
bagus sayanggg,2,2
"udah banyak biaya tambahan. semakin ada biaya penanganan, sekarang nambah biaya pengemasan khusus. jadi males belanja nya.",1,1
banget shopee sekarang lemot Kenapa kalau di operasikan,1,1
ini ko kok ko ini kiiik.,2,2
"kok lama-lama Shopeenya (tolong gitu ya tolong misalnya nih aku mau mesan 1 barang harganya itu murah dari 1000-4000 tapi ngak bisa,bisa malahan eror gitu tulisannya (silahkan coba lagi nanti) udah di coba tetep ngak bisa-bisa bug di perbaiki ya) makasih",1,1
tapi nya udah bagus aplikasi iklannya susah di skip,1,1
"ini kids maksa di download dah! apa apa iklan shoppe mulu, ga dipencet aja tb tb ke play store buat di download. mikir apk",1,1
"sekali lagi di kecewakan shopee melalui jasa kirim, mereka berani meng UP harga COD yg tadinya 22rb jadi 62rb, mana Ndak ada bukti pembayaran. untuk kedepannya jangan lagi pake jasa kirim yg merugikan pelangganmu. pake jasa kirim anteraja",0,0
sangat memudahkan saya.....,2,2
"Pesanan di gudang 4 hari tidak bergerak, dan endingnya diputuskan sepihak akan dikembalikan ke seller. Tidak ada penjelasan hasil investigasi kenapa barang tidak bergerak, tidak ada permintaan persetujuan untuk pengembalian dan dipaksa menerima keputusan ekspedisi.",0,0
cepat ....dan lancar,2,2
"so far helpfull bgt buat belanja, tapi bikin duit cepet abis wkkkkk",2,2
"awalnya semangat jualan di sini tapi makin ke sini ternyata kena potongan admin proses pesanan Rp.1250 + biaya kategori sampe 9,50% buat kategori telco pulsa /kuota , padahal ngambil untung cuma Rp.2000 alhasil sekarang sepi karena harga di naikin lagi semua bingung kebijakan nya nyekek banget Tolong di perhitungkan lagi lahh kebijakan nya",0,0
"Lumayanlah. Di biaya ongkir sudah aman krn saya rata² dapat 0 ongkir, tapi yang jadi masalah di paketnya lagi.. banyak toko yang tidak amanah krn apa yang mereka tampilkan di foto promosi item atau barang tidak sesuai dengan barang yang dikirim dan tidak memuaskan.",1,1
"aplikasi good buat kita yg suka belanja simple dari rumah ,makasih shopee",2,2
"SEKARANG PENGIRIMAN LAMBAT"" RESPON MAUPUN TOKONYA",1,1
"Kurir spx parah, return tanpa konfirmasi. Aplikasi belanja yang pengiriman nya super lemot.",0,0
maap min cuma mau bilangin buat Shopee games yang neko kalo emang udah ga dapet lanjut jangan kasih jawaban lanjut chat udah boleh koin banyak mau lanjut chat malah di angusin aneh tolong perbaiki,1,1
"aplikasi sangat bagus mudah untuk berbelanja dan pelayanannya sangat bagus. tapi, yang kurang nya setiap kali mau masuk untuk melihat pesanan saya, pasti selalu dulu melalui verivikasi dengan menyelesaikan puzzle, giliran sudah di pasang selalu saja salah. mohon untuk bagian itu diperhatikan lagi terima kasih shopee",1,1
"semuanya bagus dan perfect untuk belanja, cuman yang tiba-tiba bingung Napa tiba-tiba log out sendiri kek lagi liat barang, bikin error autentikasi ? pls perbaiki saya gak bisa log in lagi",1,1
"Jasa Kirim Terkhusus SPX JAKARTA UTARA, GK BECUS KERJA DAN TIDAK PROFESIONAL DALAM EKSPEDISI PENGIRIMAN.... LEWAT TGL ESTIMASI, TTEP PESANAN TIDAK ADA, CS SHOPEE TIDAK MAMPU MNYELESAIKAN MASALAH, PAYAAHHH!!!!!!",0,0
belanja ekspetasi shopee memang..varabgnya srlalu sedudi di bahkan melebihi ekspetasi..esrimasi sesuai.Terimakasih shoppe,2,2
saya suka sekali,2,2
"terkait persatu shopeefood kok sekarang ada batas jangkauan ya , mau pesen makanan jadi susah harus ngecek satu masalah restonya masuk jangkauan apa tidak , kalaupun masuk jangkauan resto tidak sesuai keinginan customer .",2,2
susah di daftarkan nyh,0,2
"menurut saya, KLO lagi sortir barang hrus hati hati, saya sudah ngalamin pesan jajan astor satu dus, isinya banyak yg hancur, sperti kyak pernah d maunya lemparin, lempar buat lebaran, taunya udh bnyak yg hancur, tolong KLO kerja yg bener,,,,",1,1
shopee mantull,2,2
"satu minggu Shopee saya gak bisa COD, saya ganti aplikasi saja min, saya tidak pernah membatalkan pesanan, semua sudah di konfirmasi selesai, saya bahkan belum memenuhi batas maksimal pemesanan, lalu kenapa tiba-tiba akun saya tidak bisa COD, saya pikir tokonya, tapi pas di check di akun teman saya malah bisa,",0,1
"notifikasi nya annoying, banyak fitur² gkk guna juga",0,0
bagus banget dan rekomendasi buat kamu,2,2
"Memuaskan, memudahkan dan sangat kredibel.",2,2
"Tolong dong menunya dan update loading² dirapikan, skrg setiap buka shopee hp langsung anget seperti ada lonjakan traffic yang tinggi",1,1
"Dear dev, if you can added dark mode to happy ui, i'll be shopee",1,1
"GAK PERNAH SEKECEWA INI SAMA KURIR. mendingan JNT drpd SPX. lambatttttttttt beberapa kali di cancel, bikin keselll nunggu !!!!",0,0
sip pooll,2,2
minta tolong untuk pihak spaylater jgn terus menghubungi nomor saya dengan alasan tolong infokan kepada saudara (tsb) untuk melakukan verifikasi data... wee ko kira kita ini pembantumu di telpon2 terus kita ini juga merasa terganggu dgn telpon masukmu yg kadang sehari lebih 10x masuk telponnya.. langsung saja hubungi ke orang yg bersangkutan.. jgn bilang kita se area terus kita yang harus di ganggu2 ...,0,0
Makin kesini. makin jelek pelayanan nya. barang gw dibikin stuck 10 hari sama SPX.. Jangan install Apk Babi ni.!!,0,0
"saya tongkrongin nungguin iphone rp. 1, sampe saya screenshot buat bukti waktunya pas, 1.000🤭 diperlukan, bahwa saya tuh pengen beli iphone rp. 1. yang nongol harga iphonenya belasan juta, ngga ada yang rp. 1🤦🏽‍♂️ boro-boro mobil rp. jika",1,1
mudah digunakan ya,2,2
"paket belum dikirim, langsung dibatal batalin aja sama kurir 👎🏻",0,0
sangat bagus😎,2,2
"spx pelayanannya sangat buruk, paket tidak dipick up sampe lebih dr 2 hari, tapi seller seakan² menyalahkan distatus dan ditulis barang belum siap dipick up. admin makin gede tp pelayanan makin buruk🥲",0,0
Belanja olshop terbaik hanya di shopee,2,2
mohon lebih byk bonus nya,2,2
saya daftar shope vip kok malah jadi tambah mahal ongkir nya tidak sesui gg di tera kan yg katanya shope vip gratis ongkir seluruh Indonesia,0,1
oi diem diem naikin biaya admin lgi..parah loe.kurir gk ada yg bner.biaya naik trus dasar komunis,0,0
shoppe godd no,2,0
Untuk pihak shopee sepengetahuan tindak tegas terhadap kurir kalian (spx) yang suka retur paket tanpa tolong pelanggan. saya benar benar kecewa sampai tidak bisa cod selama 2bulan. (title gold),1,1
"tolong ini pihak Shopee, mentang mentang COD masuk bulan Ramadhan kok saya gak bisa belanja udah lagi sih, tolong segera di atasi karena saya mau belanja banyak di bulan ini dengan aplikasi Shopee sekarang. saya butuhnya COD ya Tolong",1,1
Jangan terlalu sering Apdet Belum seminggu udah 2 kali Apdet,2,2
"brand gede, ngiklan terus, masa ga nampu hire orang buat customer service. malas banget komplen ke Customer Service tpi yang balas Sistem/Ai, bukan manusia. Tokopedia kalau ada keluh kesah lapor cs, enak cs nya membantu karena manusia. beda banget kenyamanan belanjanya.",0,0
Satu-satunya alasan gue pake aplikasi adalah ini karena aneka diskonnya yang ga ngotak.,2,2
jual mobil jg kah.,1,1
biaya layanan shopeefood / ongkir nya semakin mahal,1,1
"udh di update tp kok masih lelet dahal sinyal ok , palagi pas main bedug berkah udah nyampe finish terus tapi malah terjadi kesalahan terus jadinya gak dapet voucher apapun 😕",1,1
sangat nyaman di berbelanja Shopie.. terima kasih Shopie,2,2
"tiap cari barang udah diketik yg keluar malah pencarian sepatu nike, sepele tapi bikin tidak nyaman pengguna",0,0
tolong pihak shopee menindak di permasalahan di bagian expedisinya sebenarnya bagus belanja di shopee sesuai dengan yang lanjuti jual belikan cuma semenjak ganti expedisi estimasinya suka terlambat jauh dari yang sudah di jadwalkan mohon di tindak lanjuti perihal masalah di bagian expedisinya,1,1
Neko Nego ngeselin banget! Wasting time doang!,0,0
"bu, 🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳🥳",0,2
Semnagat bg. ku kasij bintang 1.,0,2
"kurir2nya banyak nakal dan sukan bohong, untuk apk bagus",0,0
"Pengalaman, puas tapi kadang juga kecewa karena barang yg dipesan tidak sesuai dengan pesanan. Atau tidak sesuai yg diaplikasi khususnya paket yg COD non cek dulu. Ini bisa menjadi evaluasi bagi pihak Sofy.",2,2
Terimakasih kembali dpt mengunduh Apl in.,2,2
pengiriman GK kayak awal awal buat akun..Skrang pengiriman dari kurirnya lemot,0,0
sangat bagus dan pengiriman sangat cepat,2,2
performa akun hari makin buruk. masak memberi penilaian tanpa foto GK boleh.malah makin saya mau di blokir.tolong diperbaiki.performa di tingkatkan lagi,1,0
Barang selalu sesuai harapan & pengirimannya pun sangat cepat. Trimkasih seller Good job,2,2
"cerita, sekarang shopee seru ada neko bisa cerita hahahah paling seru kalo bikin dia marah/merajuk😹😹😹",2,1
KURIR LAMBAT PENGANTARAN,0,0
iklannya hama maksa download aku masih kecil di paksa download shopee lg main asik asik malah di suruh download udah sih itu aja kurangin napah iklan boleh tapi jangan maksa lah,0,1
"paket semakin lama yg tujuan sumatra,sering stuck di bogor cileungsi dc",1,1
"gila sih ya sekarang belanja di shoppe,lambat nya,minta ampun😏😏😏😏",0,0
aplikasinya makin ksana makin sini,1,1
sangat membantu. sukses selalu untuk shopee,2,2
"Aplikasi Benchmark berkedok e-commerce. Device mid-end : ""good bye, buddy!"" :')",0,2
suka sangat memuaskan,2,2
"iklan shopee sungguh mengganggu membuat pengalaman menggunakan apk lain menjadi buruk karena selalu membuat keluar atau dari apk yang sedang dimainkan,tolong banget diperkurang iklannya jangan terlalu banyak bikin resah dan mengganggu.",0,0
"bagus, cocok untuk kaum mager kaya aku.",2,2
layanan nya lama,0,0
WOIII PAKET GUE UDH HAMPIR SEMINGGU MASIH NYANGKUT SORTIR DC SEMARANG,1,1
trimakasih udh merespons dengan cepat,2,2
"kak kenapa yg biasa belanja kutek uv lancar sekarang malah ditulis barang berbahaya semua yg biasa aku beli, pedahal biasa ga berbahaya😭",2,1
"sebenarnya aplikasinya baik baik saja, tapi Shoope saya banyak yang hilang jika membeli di paket",1,1
"Bagus, bisa menerima kritik dan saran.",2,2
"saran buat shopee tolong adain fitur kaya gojek misal ""kurir tiba dalam 5 menit"" jangan cuma fitur menuju alamatmu tapi ga jelas datengnya jam berapa karna sering banget udah nungguin paket dari pagi eh datengnya malem (kan buang² waktu) , giliran lagi ke luar paket dateng 😌",1,1
pencarin iphone ke langsung terus bikin males,1,1
apk sampah checkout pake akun baru malah gak bisa,0,0
"kenapa banget lemot kak saya mau bayar spayleter ko loadingnya lama,",1,1
kenapa setiap mau riwayat liat pemesanan harus verifikasi dulu,1,1
"buruk jasa kirim jlk,pelayan",1,1
dari dulu online pake shopee untuk belanja sering Alhamdulillah selalu puas,2,2
edit: ini kok sistem pengirimannya masih ? berjalan padahal sudah saya terima paketnya ?,1,1
bagus aplikasi ny,2,2
Sangat membantu dalam berbelanja online. biar lbh mudah di saya dlm belanja lg shoppe tolong admin spaylater sm spinjam saya jgn di bekukan. saya sdh lama tdk mempunyai tunggakan lg. makasih,2,2
kasih sangat bagus apalagi paket nya sangat cocok terimah ini shopee 😊😊😊,2,2
saya puas mengunakan aplikasi sopie,2,2
Ini driver susah pada mager ambil pesenan apa gimana si.. shopeefood banget dapat drivernya 😭💔,1,1
SDH beli voucher berlangganan VIP tetapi tidak bisa di gunakan sering di batal sistem shopee,0,0
bagus si spay later bisa di pakai...cumaaaa pengiriman spx Xpres nya lelettt..dua kali sy memakai spay later.dan dua kali juga kecewa.paket lama banget Dateng dalam gitu di status sudah nya.udah alamat tujuan pas sore nya saya cek eh malah berubah.masih dalam proses penyortiran ahir.gitu2 terus.2 hari berturut2.,1,1
sopi spx lambat,1,1
belanja di sini enak murah tapi sayang seller kadang salah kirim.,2,2
waktu mau membeli makanan suka tidak bisa di bayar atau ngestak di nomer baru pdhl saya sdh ngisi nomer nya tetapi tetap tdak bsa,0,0
"spaylater bermasalah, spinjam bermasalah, dan gak ada solusi pemecahan masalah, suruh tunggu berbulan""ga kunjung kelar",0,0
kalo bisa di perketan karena masih ada penjual yang nipu/ penipu....,0,2
"5 paket saya sudah berhenti 2 minggu gk ada kabar sama sekali, solusi juga gak ada",0,0
makin hari makin mengecewakan dan buruk.!! PERBAIKILAH Cs kalian. buat apa ada cs prioritas bebenah. pernh dapat di hubungi.!! memang apk ini harus di rating jelek. agar tidak karna memang segitu mengecewakan,0,0
"sangat membantu, cuman tolong di perbaiki, apk ini untuk ram 2/3gb sangat berat sekali",2,2
no hp mm di hp yg,1,1
"sangat membantu, tapi jangan sedikit dikit update mulu aplikasinya 🙏🙏",2,2
cepat murah super dan terjangkau,2,2
"apaan paket skrg lama banget, mesen dari tanggal 27 februari sampek hari ini 7 maret belum sampai dah mau 2 minggu woy",0,0
"perkiraan estimasi kompensasi, terus kalau kira kira barang ga nyampe sesuai waktu biar gabisa klaim dimundurin hebat kamu shoope iklan di tiktok juga maksa banget, muncul dj notif iklan nya juga maksa banget biar di pencet",1,1
"ngirim barang dari jakarta barat shopee pusat 10 hari lebih, jasa kirim ke xpres, hemat, emng gaguna, gausah sosoan bikin jasa kirim sendiri, kalo emang gak mampu",0,0
"Semenjak ada subtotal ukuran khusus biaya ongkir nya sangat mahal, saya sangat kecewa 😖",0,0
aplikasi nya membantu banget,2,2
"baru spaylaternya yang sudah spinjam kembali, spaylaterxtra dan berfungsi nya belum. Kalo sudah berfungsi semuanya saya akan kaaih rating full",1,1
"tolong perbaikannya, sinyal tidak bisa dibuka, loading terus padahal aplikasi stabil",1,1
belanja paling baik di online hanya di shoppe,2,2
"Sekarang shopee sering membuat kecewa. baru keterlambatan ada tp juga ada minimal pembelian, saat mau klik checkout padahal Voucher pertama kali berbelanja tiba-tiba tertulis voucher tidak bisa digunakan. tolong diperbaiki pelayanannya Shopee.",1,1
"sumpah kesel banget pas login Shope tertulis tidak ada internet, padahal pakai Wi-Fi aman aplikasi lain aman udah coba cara lain tetep sama udah berapa kali kek gitu kesel banget tolong dong benerin",0,0
"oke mantap,limit paylater saya kaga naik2",2,2
giliran kasih tanggapan negatip ada nih ngcat ke akun email giliran laporan di cs gak di aplikasi nyah nyah memuaskan aneh.penyelesaian nyah lama,1,1
cukup membantu untuk barang yang bagus semoga bermanfaat dan harga nya semoga terjangkau dan jangan mahal2 ya bos,2,2
Senang berbelanja di Shopee.,2,2
"Baik dan terpercaya serta amanah ,sopan dalam pelayanan",2,2
"kenapa kuris SPX selalu menjadikan konsumen sebagai kambing hitam.Saat paket tidak dikirim (tertunda) ke alamat konsumen.Di status pengiriman akan bagi ""pembeli menjadwalkan ulang waktu pengiriman"" atau pembeli tidak bersedia menerima paket"". catatan status tersebut jelas sebuah kebohongan dan fitnah tertulis konsumen sangat merugikan konsumen. padahal kesalahan ada pada kurir XPS yang tidak sampai ke alamat pembeli dan tidak pula melakukan panggilan/chat ke pembeli. Tidak Professional",1,1
saya saya pengalaman puas,2,2
Saya pengen palikasi shopee bisa bekerja sama ssma ssya biar akun saya bisa lagi,1,1
Masih aman terkendali,2,2
bagus. walau kadang sedikit lambat (loading),2,2
lengkap di shopee tambah untung .ada discond menarik barang nya Belanja,2,2
"spx express lelet, resi ga update 2hr. jakarta-dpk masa 3hr.",0,0
"ini penipuan apa gimana beli Diamond ML di shope saldo udah tek TF Diamond kagak masuk gimana lah,saya sudah ajukan pengembalian dana malah ditolak, haduhh. tolong donk pihak shoope ditindak sampai lanjuti......jangan tek viralin ntar 🙏🏼",1,1
"Aplikasi lemoot, lemot pengiriman nya SPX gak pro. paket bekasi muter-muter harus kenapa di bogor dlu... payaaah",1,1
"Tidak Bisa veeifikasi KTP , sudah masalanya laporkan , tapi tidak di selesaikan di",1,1
Belanja Dan Voucher Tidak Berlaku Bagi Aku...Mikir Mau Promo Mikir 10X,1,1
makin lama eror gak benar banyak makin nya,1,1
expedisi nya buruk . . spx barang gak sampe sampe malah stuk di tapi cakung barang sudah dibayar DC gak sampe,0,0
"tapi Di biaya ongkir sudah aman krn saya rata² dapat 0 ongkir, Lumayanlah. yang jadi masalah di paketnya lagi.. banyak toko yang tidak amanah krn apa yang mereka tampilkan di foto promosi item atau barang tidak sesuai dengan barang yang dikirim dan tidak memuaskan.",1,1
biaya semakin shopeefood / ongkir nya layanan mahal,1,1
tolong dong shopee diperbaiki lagi karena sekarang shop tidak amanah.sudah berapa kali ketipu sama shop toko barang d kirim kosong isinya ada.bukan itu aja ada yg lain nya juga ..tidak sesuai pesanan.,2,2
bagus banget manyak barang yg ku suka,2,2
"kenapa jadi ngelag iya jadinya buka live gak bisa terbuka sampek sekarang ,katanya downloading menyiapkan fitur mau loading terus.",1,1
baru instal.tolong di permudah,2,2
Baik untuk anda,1,1
"sangat rekomended murah berkualitas gratis ongkir, dan sangat mudah di proses",2,2
mantap sangat,2,2
apk ga jls ga bisa cod,0,0
voucher Garansi tiba shopee sekarang di buat ribet ada minimal transaksi untuk menggunakannya. estimasi juga di perpanjang. gak seperti tiktok yg jauh lebih cepat dari shopee.,0,0
"pengiriman sangat lama saya sudah nunggu selama sebaiknya hari, giliran sudah di kurir paket tidak sampai"" di lokasi penerima, 5 di perbaiki untuk di jasa pengiriman jangan membuat khawatir pembeli.",0,0
"happy pokoknya pake shopee, sering dapet diskon dan voucher💞",2,2
"ngelagnya NGELAG BANGET. padahal banyak fitur jadi apknya jadi berat, terlalu berguna bgt tapi ya itu harus sabar sabar pol, bahkan kadang suka home sendiri dari apk. 🙏",1,1
lambat sekali... kenapa saya buka aplikasi tdk baik...selalu kembali...dan tdk bisa pake,1,1
pengirimannya terlalu lama,1,0
"Diversi update yang sangat kenapa fitur filter mengelompokkan ukuran dan warna dihilangkan, padahal terbaru membantu dalam pencarian barang. tolong kembalikan fitur filter",1,1
Mantap 👍,2,2
"udah 6 bulan ditinjau mulu, cuma karna telat bayar sekali kasih kepastian kek, ngga ngga iya iya jangan cuma tulisan tinjau doang",0,0
baik sangat dan membantu,2,2
"HEH IKLAN LU NOH RIBET DIMANA"" ADA ANJ",0,0
Bagus sekali aplikasi,2,2
aplikasi setan dana rbuan hilang 600 sy krena system untk penarikan dananya g jelas,2,0
bagus dan menarik,2,2
pengirimian lambat,1,0
"Woi admin, bisa gak bikin notif itu jangan ngespam?,notifmu itu ganggu banget karna gede nutup hampir setengah layar dan bikin lag saat main game. Aku tau notif bsa dimatikan tpi klau ku matikan aku jdi gk dpat info,cuman ya jangan ngespamlah seperti sekali datang notif bsa smpai 3x dan itu ganggu banget.",1,1
sudah tidak ada lagi shopeepay latter,0,0
good 👍,2,2
oi Shopee kalo pasang iklan jangan maksa,0,0
terpercaya & utk kurir baik,2,2
sekarang sudah tidak bisa cod untuk pembayaran... kami sebagai orng yg kurang mampu hnya bisa berdoa semoga ada aplikasi belanja online serupa kemudian hari yh mnyediakan pembayaran ditempat untuk pelanggan setia nya,0,0
saya sedang melakukan tapi sudah di setujui pembatalan dan uang saya belum di kembalikan sampai sekarang responnya lambat,1,1
ok oke,2,2
"dari Shopee. sudah 2 tahun seperti ini, tidak percaya lagi dengan Shopee. padahal sudah lunas semua.Akunmu saat ini dibatasi karena ada riwayat tagihan yang pernah jatuh tempo. Pastikan semua tagihan jatuh tempo dan tagihan mendatang dibayar tepat waktu. Mohon tunggu selagi kami sedang meninjau akunmu.",0,0
suka lemotttttttt...,1,1
"saya sangat sebal. sy mncoba ip rp1 sudah dapat tinggal co, tbtb sy dsuruh verifikasi dikira sy robot stlh verifikasi barangnya sdh habis. ga gimana2 tpi ak bukan robot pls, jari mnusia emg banyak yg cepet trmsuk aku, jd tolong y gausah ngira orang robot🥰🤗",0,0
"overall good, tapi ada salah satu risih, Shopee video, dimana bisa melihat konten², masalahnya di beranda Shopee video saya muncul terus konten yang ga semestinya ada, yang bisa merusak, padahal cache sudah dibersihkan dan tidak pernah mencari katalog berbau itu. Dimana hal itu membuat saya fitur tolong lah lebih protektif shopee",1,1
boleh GK kak munculin no hp kurir soalnya aku sering kasih duit nya keliru salah hitung,2,2
knp download... di susah download selalu gagal,1,1
"nonton video gak bisa klaim koin. muncul pop up peringatan melakukan aktivitas mencurigakan tidak sesuai s&k. tolong perbaiki. what kata-kata bunda dan ajaran agama. selalu berikan yg terbaik tuk dapatkan yg terbaik. sebesar besar kebaikanmu, sebesar itu pula pahalamu. what you get is amalkan you give.",1,1
luar biasa sjauh ni tingkatkan lgi gratis ongkir nya,2,2
HSematkan,1,1
game neko gak jelass dan baperan,0,0
"Sy pengguna sophee, sejauh ini sy sangat puas dan senang belanja apapun di sophee... bahkan peralatan kerja suami juga belanja di sophee.. cuman di spinjam sy lgsung dibekukan semua hanya Krn telat 1 hari... mohon sophee lebih bijaksana ya trimakasih",2,2
kenapa shopee saya bermasalah? kenapa nya harga mahal semua? aku mau beli kacamata harganya 16ribu pas mau di pesan malah 51ribu tolong di perbaiki pihak shopee,1,1
suka aplikasi ini taoi sayang sering muncul di yootubee dimana2,0,2
mantap sih,2,2
Tiba2 akun shopee di batasi tidak ada warning terlebih dahulu. .terus saldo penjualan ga bisa di tarik dan .itu utuh. ga uang penjualan saya bukan saya maling. .tolong kebijakan apakah itu. .jangan dzalim makan uang jeripaya orang,0,0
"pengirimannya kadang"" cepat kadang lambat tapi puas untuk pelayanannya",2,2
aplikasinya sering buat macet tapi bagus kok nya beli barang....,1,1
banyak banyak ngasi diskon 🤤🤭,2,2
"Saya suka dengan aplikasi ini karna sering dpat voucher ,harga murah dan barng yg sesuau tpi saya kurang suka dengan pengiriman nya sering telat dan pas kurir nya di hubungi tidak di bals 🙏🙏",2,2
belakangan ini saya mendapatkan penjual yang tidak amanah atau penipu mestinya pihak shoppee blacklist mereka biar yang tertipu tidak bertambah..,1,1
"suka banget, belanja lebih berkualitas dan aman",2,2
"Bagus, Murah2,Cepat,Tokon2nya amanah.",2,2
barang kurangi bintang soalnya penjualnya tidak wajar kebayakn saya tiruan di jual belum tentu asli atau kw biasanya barangnya tidak sesuai di harapkan..sarang saya hentikan penjual produk yg tdk sesuai di jual,1,1
burik g bisa verifikasi korupsi di,0,0
lama lama shopee tidak mengenakan. udah jasa kirimnya lama.. dalam pengantaran pun tidak mau mengonfirmasi dulu ke pihak pembeli keurirnya.. entah siapa yg nerima paket itu yang punya enak yg di beri kepercayaan untuk di titipin paket sama yg punya.. asal kasih ke orang tiba² paket di terima padahal yg pesen tidak pernah menerima paket itu sedangkan paket sudah di bayar.. masih atau di sebelah. bikin kecewa lama lama,1,1
PENGATURAN MODE GELAPNYA ADA... GAK,1,1
skrg shopee buruk sekali para penjual banyak sekali menggunakan iklan bagus tapi barang yang dijual gak bagus ini pembohongan publik mana perlindungan untuk konsumen !!! beli pake uang bukan gratisan !!!,0,0
"tolong aplikasinya diperbaiki, soalnya saat mau kembali ke halaman sebelumnya di dalam toko. eh malah kembali ke halaman utama shopeenya. Yang lagi. harus nyari2 toko yang di tuju terjadi segera diperbaiki",1,1
shopee sangat membantu saya,2,2
",lemot,lama,banyak omong",0,0
akun.. .. lebih di tingkatkan.. kecepatan pengiriman.. dan.. keamanan mantap supaya tidak mudah di heck,2,2
"tolong deh pintar² ajak kerja sama, ini spx gk guna sama sekali!!! kurir di situ cuman orang² yang gk niat kerjaaa. udah berapa kali masi kendalanya tetap sama kurirnya, dulu waktu beliii sama jnt gk kayak gini. kurir ngechat udah di bales ehh ujung² paketnya di balikin karena pembeli gk ada di tempat. padahal kita nunggu paket itu. adalagi kurirnya bahkan gk kasih kabar apapun tiba² paketnya udah di returr kalau kayak gini terus orang² gk akan lagi pake shopee njir",0,0
sangat dlm aman pengemasan,1,1
Pengiriman dari shopee) (aplikasi SPX sangat lambat.,0,0
ini perbaiki aplikasi tolong bukan salah pembeli kalau prodaknya kaga sesuai kan di kembalikan ko mengapa pembeli yang cod'y di blok bukanya kebalik🙏👎,1,1
"kok sekarang banyak lag dan bug ya, minta diperbarui aku perbarui, tapi malah parah sampai check out sendiri, untung bisa dibatalkan",0,0
bagus belanja jadi murah dengan discount voucher belanja yang besar. saya suka belanja di Shopee lebih aman. setelah keluar dari vidio live terkadang suara nya masih terus terdengar.,2,2
"shopeefood masa 1 detik tidak bisa dibatalkan, kan bisa aja ada kesalahan alamat",0,1
sangat membantu dan sangat bagus sekali🫰🫰,2,2
𝒎𝒆𝒎𝒑𝒆𝒓𝒎𝒖𝒅𝒂𝒉 𝒃𝒆𝒓𝒕𝒓𝒂𝒏𝒔𝒂𝒌𝒔𝒊 𝒎𝒖𝒍𝒂𝒊 𝒅𝒂𝒓𝒊 𝒑𝒆𝒎𝒃𝒂𝒚𝒂𝒓𝒂𝒏 𝒑𝒆𝒎𝒃𝒆𝒍𝒊𝒂𝒏 𝒃𝒆𝒍𝒂𝒏𝒋𝒂 𝒅𝒂𝒏 𝒍𝒂𝒊𝒏 𝒍𝒂𝒊𝒏.,2,2
"Tolong udh klo ekspedisi nya bermasalah dan banyak di komplain jangan di pake lagi, ya byk paket ilang gara gara pake ekspedisi Anteraja",1,1
iklan dr shopee bnyk,0,0
sgt membantu,2,2
pokoknya 5 jempol 👍👍👍👍👍❤️‍🩹❤️‍🩹❤️‍🩹,2,2
shopee emang mantaps... dengan adanya shopee belanja jadi lbh dan hemat. smg shopee kedepan makin sukses. Aamiin!,2,2
"sangat membantu banget dan gk pernah gagal slama belanja online di Shopee,, makasihh Shopee belanja ku jadi lebih mudah🥳",2,2
